mat|1|1|	Βιβλος γενεσεως Ιησου Χριστου, υιου Δαυιδ υιου Αβρααμ.	biblos geneseōs iēsou christou, uiou dauid uiou abraam.
mat|5|11|	μακαριοι εστε οταν ονειδισωσιν υμας και διωξωσι και ειπωσι παν πονηρον ρημα καθ υμων ψευδομενοι ενεκεν εμου.	makarioi este otan oneidisōsin umas kai diōxōsi kai eipōsi pan ponēron rēma kath umōn pseudomenoi eneken emou.
mat|5|12|	χαιρετε και αγαλλιασθε, οτι ο μισθος υμων πολυς εν τοις ουρανοις ουτω γαρ εδιωξαν τους προφητας τους προ υμων.	chairete kai agalliasthe, oti o misthos umōn polus en tois ouranois outō gar ediōxan tous prophētas tous pro umōn.
mat|5|13|	Υμεις εστε το αλας της γης εαν δε το αλας μωρανθη, εν τινι αλισθησεται? εις ουδεν ισχυει ετι ει μη βληθηναι εξω και καταπατεισθαι υπο των ανθρωπων.	umeis este to alas tēs gēs ean de to alas mōranthē, en tini alisthēsetai? eis ouden ischuei eti ei mē blēthēnai exō kai katapateisthai upo tōn anthrōpōn.
mat|5|14|	Υμεις εστε το φως του κοσμου. ου δυναται πολις κρυβηναι επανω ορους κειμενη	umeis este to phōs tou kosmou. ou dunatai polis krubēnai epanō orous keimenē
mat|5|15|	ουδε καιουσι λυχνον και τιθεασι αυτον υπο τον μοδιον, αλλ επι την λυχνιαν, και λαμπει πασι τοις εν τη οικια.	oude kaiousi luchnon kai titheasi auton upo ton modion, all epi tēn luchnian, kai lampei pasi tois en tē oikia.
mat|5|16|	ουτω λαμψατω το φως υμων εμπροσθεν των ανθρωπων, οπως ιδωσιν υμων τα καλα εργα και δοξασωσι τον πατερα υμων τον εν τοις ουρανοις.	outō lampsatō to phōs umōn emprosthen tōn anthrōpōn, opōs idōsin umōn ta kala erga kai doxasōsi ton patera umōn ton en tois ouranois.
mat|5|17|	Μη νομισητε οτι ηλθον καταλυσαι τον νομον η τους προφητας ουκ ηλθον καταλυσαι, αλλα πληρωσαι.	mē nomisēte oti ēlthon katalusai ton nomon ē tous prophētas ouk ēlthon katalusai, alla plērōsai.
mat|5|18|	αμην γαρ λεγω υμιν, εως αν παρελθη ο ουρανος και η γη, ιωτα εν η μια κεραια ου μη παρελθη απο του νομου εως αν παντα γενηται.	amēn gar legō umin, eōs an parelthē o ouranos kai ē gē, iōta en ē mia keraia ou mē parelthē apo tou nomou eōs an panta genētai.
mat|5|19|	ος εαν ουν λυση μιαν των εντολων τουτων των ελαχιστων και διδαξη ουτω τους ανθρωπους, ελαχιστος κληθησεται εν τη βασιλεια των ουρανων ος δ αν ποιηση και διδαξη, ουτος μεγας κληθησεται εν τη βασιλεια των ουρανων.	os ean oun lusē mian tōn entolōn toutōn tōn elachistōn kai didaxē outō tous anthrōpous, elachistos klēthēsetai en tē basileia tōn ouranōn os d an poiēsē kai didaxē, outos megas klēthēsetai en tē basileia tōn ouranōn.
mat|5|20|	λεγω γαρ υμιν οτι εαν μη περισσευση η δικαιοσυνη υμων πλειον των γραμματεων και Φαρισαιων, ου μη εισελθητε εις την βασιλειαν των ουρανων.	legō gar umin oti ean mē perisseusē ē dikaiosunē umōn pleion tōn grammateōn kai pharisaiōn, ou mē eiselthēte eis tēn basileian tōn ouranōn.
mat|5|21|	Ηκουσατε οτι ερρεθη τοις αρχαιοις, ου φονευσεις ος δ αν φονευση, ενοχος εσται τη κρισει.	ēkousate oti errethē tois archaiois, ou phoneuseis os d an phoneusē, enochos estai tē krisei.
mat|5|22|	Εγω δε λεγω υμιν οτι πας ο οργιζομενος τω αδελφω αυτου εικη ενοχος εσται τη κρισει ος δ αν ειπη τω αδελφω αυτου ρακα, ενοχος εσται τω συνεδριω ος δ αν ειπη μωρε, ενοχος εσται εις την γεενναν του πυρος.	egō de legō umin oti pas o orgizomenos tō adelphō autou eikē enochos estai tē krisei os d an eipē tō adelphō autou raka, enochos estai tō sunedriō os d an eipē mōre, enochos estai eis tēn geennan tou puros.
mat|5|23|	Εαν ουν προσφερης το δωρον σου επι το θυσιαστηριον κακει μνησθης οτι ο αδελφος σου εχει τι κατα σου,	ean oun prospherēs to dōron sou epi to thusiastērion kakei mnēsthēs oti o adelphos sou echei ti kata sou,
mat|5|24|	αφες εκει το δωρον σου εμπροσθεν του θυσιαστηριου, και υπαγε πρωτον διαλλαγηθι τω αδελφω σου, και τοτε ελθων προσφερε το δωρον σου.	aphes ekei to dōron sou emprosthen tou thusiastēriou, kai upage prōton diallagēthi tō adelphō sou, kai tote elthōn prosphere to dōron sou.
mat|5|25|	Ισθι ευνοων τω αντιδικω σου ταχυ εως οτου ει εν τη οδω μετ αυτου, μηποτε σε παραδω ο αντιδικος τω κριτη και ο κριτης σε παραδω τω υπηρετη, και εις φυλακην βληθηση	isthi eunoōn tō antidikō sou tachu eōs otou ei en tē odō met autou, mēpote se paradō o antidikos tō kritē kai o kritēs se paradō tō upēretē, kai eis phulakēn blēthēsē
mat|5|26|	αμην λεγω σοι, ου μη εξελθης εκειθεν εως ου αποδως τον εσχατον κοδραντην.	amēn legō soi, ou mē exelthēs ekeithen eōs ou apodōs ton eschaton kodrantēn.
mat|5|27|	Ηκουσατε οτι ερρεθη τοις αρχαιοις, ου μοιχευσεις.	ēkousate oti errethē tois archaiois, ou moicheuseis.
mat|5|28|	Εγω δε λεγω υμιν οτι πας ο βλεπων γυναικα προς το επιθυμησαι αυτην ηδη εμοιχευσεν αυτην εν τη καρδια αυτου.	egō de legō umin oti pas o blepōn gunaika pros to epithumēsai autēn ēdē emoicheusen autēn en tē kardia autou.
mat|5|29|	ει δε ο οφθαλμος σου ο δεξιος σκανδαλιζει σε, εξελε αυτον και βαλε απο σου συμφερει γαρ σοι ινα αποληται εν των μελων σου και μη ολον το σωμα σου βληθη εις γεενναν.	ei de o ophthalmos sou o dexios skandalizei se, exele auton kai bale apo sou sumpherei gar soi ina apolētai en tōn melōn sou kai mē olon to sōma sou blēthē eis geennan.
mat|5|30|	και ει η δεξια σου χειρ σκανδαλιζει σε, εκκοψον αυτην και βαλε απο σου συμφερει γαρ σοι ινα αποληται εν των μελων σου και μη ολον το σωμα σου βληθη εις γεενναν.	kai ei ē dexia sou cheir skandalizei se, ekkopson autēn kai bale apo sou sumpherei gar soi ina apolētai en tōn melōn sou kai mē olon to sōma sou blēthē eis geennan.
mat|5|31|	Ερρεθη δε ος αν απολυση την γυναικα αυτου, δοτω αυτη αποστασιον.	errethē de os an apolusē tēn gunaika autou, dotō autē apostasion.
mat|5|32|	Εγω δε λεγω υμιν οτι ος αν απολυση την γυναικα αυτου παρεκτος λογου πορνειας, ποιει αυτην μοιχασθαι, και ος εαν απολελυμενην γαμηση, μοιχαται.	egō de legō umin oti os an apolusē tēn gunaika autou parektos logou porneias, poiei autēn moichasthai, kai os ean apolelumenēn gamēsē, moichatai.
mat|5|33|	Παλιν ηκουσατε οτι ερρεθη τοις αρχαιοις, ουκ επιορκησεις, αποδωσεις δε τω Κυριω τους ορκους σου.	palin ēkousate oti errethē tois archaiois, ouk epiorkēseis, apodōseis de tō kuriō tous orkous sou.
mat|5|34|	Εγω δε λεγω υμιν μη ομοσαι ολως μητε εν τω ουρανω, οτι θρονος εστι του Θεου	egō de legō umin mē omosai olōs mēte en tō ouranō, oti thronos esti tou theou
mat|5|35|	μητε εν τη γη, οτι υποποδιον εστι των ποδων αυτου μητε εις Ιεροσολυμα, οτι πολις εστι του μεγαλου βασιλεως	mēte en tē gē, oti upopodion esti tōn podōn autou mēte eis ierosoluma, oti polis esti tou megalou basileōs
mat|5|36|	μητε εν τη κεφαλη σου ομοσης, οτι ου δυνασαι μιαν τριχα λευκην η μελαιναν ποιησαι.	mēte en tē kephalē sou omosēs, oti ou dunasai mian tricha leukēn ē melainan poiēsai.
mat|5|37|	εστω δε ο λογος υμων ναι ναι, ου ου το δε περισσον τουτων εκ του πονηρου εστιν.	estō de o logos umōn nai nai, ou ou to de perisson toutōn ek tou ponērou estin.
mat|5|38|	Ηκουσατε οτι ερρεθη, οφθαλμον αντι οφθαλμου και οδοντα αντι οδοντος	ēkousate oti errethē, ophthalmon anti ophthalmou kai odonta anti odontos
mat|5|39|	Εγω δε λεγω υμιν μη αντιστηναι τω πονηρω αλλ οστις σε ραπισει επι την δεξιαν σιαγονα, στρεψον αυτω και την αλλην	egō de legō umin mē antistēnai tō ponērō all ostis se rapisei epi tēn dexian siagona, strepson autō kai tēn allēn
mat|5|40|	και τω θελοντι σοι κριθηναι και τον χιτωνα σου λαβειν, αφες αυτω και το ιματιον	kai tō thelonti soi krithēnai kai ton chitōna sou labein, aphes autō kai to imation
mat|5|41|	και οστις σε αγγαρευσει μιλιον εν, υπαγε μετ αυτου δυο	kai ostis se aggareusei milion en, upage met autou duo
mat|5|42|	τω αιτουντι σε διδου και τον θελοντα απο σου δανεισασθαι μη αποστραφης.	tō aitounti se didou kai ton thelonta apo sou daneisasthai mē apostraphēs.
mat|5|43|	Ηκουσατε οτι ερρεθη, αγαπησεις τον πλησιον σου και μισησεις τον εχθρον σου.	ēkousate oti errethē, agapēseis ton plēsion sou kai misēseis ton echthron sou.
mat|5|44|	Εγω δε λεγω υμιν, αγαπατε τους εχθρους υμων, ευλογειτε τους καταρωμενους υμας, καλως ποιειτε τοις μισουσιν υμας και προσευχεσθε υπερ των επηρεαζοντων υμας και διωκοντων υμας,	egō de legō umin, agapate tous echthrous umōn, eulogeite tous katarōmenous umas, kalōs poieite tois misousin umas kai proseuchesthe uper tōn epēreazontōn umas kai diōkontōn umas,
mat|5|45|	οπως γενησθε υιοι του πατρος υμων του εν ουρανοις, οτι τον ηλιον αυτου ανατελλει επι πονηρους και αγαθους και βρεχει επι δικαιους και αδικους.	opōs genēsthe uioi tou patros umōn tou en ouranois, oti ton ēlion autou anatellei epi ponērous kai agathous kai brechei epi dikaious kai adikous.
mat|5|46|	εαν γαρ αγαπησητε τους αγαπωντας υμας, τινα μισθον εχετε? ουχι και οι τελωναι το αυτο ποιουσι?	ean gar agapēsēte tous agapōntas umas, tina misthon echete? ouchi kai oi telōnai to auto poiousi?
mat|5|47|	και εαν ασπασησθε τους φιλους υμων μονον, τι περισσον ποιειτε? ουχι και οι τελωναι ουτω ποιουσιν?	kai ean aspasēsthe tous philous umōn monon, ti perisson poieite? ouchi kai oi telōnai outō poiousin?
mat|5|48|	Εσεσθε ουν υμεις τελειοι, ωσπερ ο πατηρ υμων ο εν τοις ουρανοις τελειος εστιν.	esesthe oun umeis teleioi, ōsper o patēr umōn o en tois ouranois teleios estin.
