mat|1|1|	Βιβλος γενεσεως Ιησου Χριστου, υιου Δαυιδ υιου Αβρααμ.
mat|6|31|	μη ουν μεριμνησητε λεγοντες, τι φαγωμεν η τι πιωμεν η τι περιβαλωμεθα?
mat|6|32|	παντα γαρ ταυτα τα εθνη επιζητει οιδε γαρ ο πατηρ υμων ο ουρανιος οτι χρηζετε τουτων απαντων.
mat|6|33|	ζητειτε δε πρωτον την βασιλειαν του Θεου και την δικαιοσυνην αυτου, και ταυτα παντα προστεθησεται υμιν.
mat|6|34|	Μη ουν μεριμνησητε εις την αυριον η γαρ αυριον μεριμνησει τα εαυτης αρκετον τη ημερα η κακια αυτης.
mat|7|1|	Μη κρινετε, ινα μη κριθητε
mat|7|2|	εν ω γαρ κριματι κρινετε κριθησεσθε, και εν ω μετρω μετρειτε μετρηθησεται υμιν.
mat|7|3|	τι δε βλεπεις το καρφος το εν τω οφθαλμω του αδελφου σου, την δε εν τω σω οφθαλμω δοκον ου κατανοεις?
mat|7|4|	η πως ερεις τω αδελφω σου, αφες εκβαλω το καρφος απο του οφθαλμου σου, και ιδου η δοκος εν τω οφθαλμω σου?
mat|7|5|	υποκριτα, εκβαλε πρωτον την δοκον εκ του οφθαλμου σου, και τοτε διαβλεψεις εκβαλειν το καρφος εκ του οφθαλμου του αδελφου σου.
mat|7|6|	Μη δωτε το αγιον τοις κυσι μηδε βαλητε τους μαργαριτας υμων εμπροσθεν των χοιρων, μηποτε καταπατησωσιν αυτους εν τοις ποσιν αυτων και στραφεντες ρηξωσιν υμας.
mat|7|7|	Αιτειτε, και δοθησεται υμιν, ζητειτε, και ευρησετε, κρουετε, και ανοιγησεται υμιν
mat|7|8|	πας γαρ ο αιτων λαμβανει και ο ζητων ευρισκει και τω κρουοντι ανοιγησεται.
mat|7|9|	η τις εστιν εξ υμων ανθρωπος, ον εαν αιτηση ο υιος αυτου αρτον, μη λιθον επιδωσει αυτω?
mat|7|10|	και εαν ιχθυν αιτηση, μη οφιν επιδωσει αυτω?
mat|7|11|	ει ουν υμεις, πονηροι οντες, οιδατε δοματα αγαθα διδοναι τοις τεκνοις υμων, ποσω μαλλον ο πατηρ υμων ο εν τοις ουρανοις δωσει αγαθα τοις αιτουσιν αυτον?
mat|7|12|	Παντα ουν οσα αν θελητε ινα ποιωσιν υμιν οι ανθρωποι, ουτω και υμεις ποιειτε αυτοις ουτος γαρ εστιν ο νομος και οι προφηται.
mat|7|13|	Εισελθετε δια της στενης πυλης οτι πλατεια η πυλη και ευρυχωρος η οδος η απαγουσα εις την απωλειαν, και πολλοι εισιν οι εισερχομενοι δι αυτης.
mat|7|14|	τι στενη η πυλη και τεθλιμμενη η οδος η απαγουσα εις την ζωην, και ολιγοι εισιν οι ευρισκοντες αυτην!
mat|7|15|	Προσεχετε δε απο των ψευδοπροφητων, οιτινες ερχονται προς υμας εν ενδυμασι προβατων, εσωθεν δε εισι λυκοι αρπαγες.
mat|7|16|	απο των καρπων αυτων επιγνωσεσθε αυτους. μητι συλλεγουσιν απο ακανθων σταφυλην η απο τριβολων συκα?
mat|7|17|	ουτω παν δενδρον αγαθον καρπους καλους ποιει, το δε σαπρον δενδρον καρπους πονηρους ποιει.
mat|7|18|	ου δυναται δενδρον αγαθον καρπους πονηρους ποιειν, ουδε δενδρον σαπρον καρπους καλους ποιειν.
mat|7|19|	παν δενδρον μη ποιουν καρπον καλον εκκοπτεται και εις πυρ βαλλεται.
mat|7|20|	αραγε απο των καρπων αυτων επιγνωσεσθε αυτους.
mat|7|21|	Ου πας ο λεγων μοι Κυριε Κυριε, εισελευσεται εις την βασιλειαν των ουρανων, αλλ ο ποιων το θελημα του πατρος μου του εν ουρανοις.
mat|7|22|	πολλοι ερουσι μοι εν εκεινη τη ημερα Κυριε Κυριε, ου τω σω ονοματι προεφητευσαμεν, και τω σω ονοματι δαιμονια εξεβαλομεν, και τω σω ονοματι δυναμεις πολλας εποιησαμεν?
mat|7|23|	και τοτε ομολογησω αυτοις οτι ουδεποτε εγνων υμας αποχωρειτε απ εμου οι εργαζομενοι την ανομιαν.
mat|7|24|	Πας ουν οστις ακουει μου τους λογους τουτους και ποιει αυτους, ομοιωσω αυτον ανδρι φρονιμω, οστις ωκοδομησε την οικιαν αυτου επι την πετραν
mat|7|25|	και κατεβη η βροχη και ηλθον οι ποταμοι και επνευσαν οι ανεμοι και προσεπεσον τη οικια εκεινη, και ουκ επεσε τεθεμελιωτο γαρ επι την πετραν.
mat|7|26|	και πας ο ακουων μου τους λογους τουτους και μη ποιων αυτους ομοιωθησεται ανδρι μωρω, οστις ωκοδομησε την οικιαν αυτου επι την αμμον
mat|7|27|	και κατεβη η βροχη και ηλθον οι ποταμοι και επνευσαν οι ανεμοι και προσεκοψαν τη οικια εκεινη, και επεσε, και ην η πτωσις αυτης μεγαλη.
mat|7|28|	Και εγενετο οτε συνετελεσεν ο Ιησους τους λογους τουτους, εξεπλησσοντο οι οχλοι επι τη διδαχη αυτου
mat|7|29|	ην γαρ διδασκων αυτους ως εξουσιαν εχων, και ουχ ως οι γραμματεις.
mat|8|1|	Καταβαντι δε αυτω απο του ορους ηκολουθησαν αυτω οχλοι πολλοι.
mat|8|2|	Και ιδου λεπρος ελθων προσεκυνει αυτω λεγων Κυριε, εαν θελης, δυνασαι με καθαρισαι.
mat|8|3|	και εκτεινας την χειρα ηψατο αυτου ο Ιησους λεγων θελω, καθαρισθητι. και ευθεως εκαθαρισθη αυτου η λεπρα.
mat|8|4|	και λεγει αυτω ο Ιησους ορα μηδενι ειπης, αλλα υπαγε σεαυτον δειξον τω ιερει και προσενεγκε το δωρον ο προσεταξε Μωσης εις μαρτυριον αυτοις.
mat|8|5|	Εισελθοντι δε αυτω εις Καπερναουμ προσηλθεν αυτω εκατονταρχος παρακαλων αυτον και λεγων
mat|8|6|	Κυριε, ο παις μου βεβληται εν τη οικια παραλυτικος, δεινως βασανιζομενος.
mat|8|7|	και λεγει αυτω ο Ιησους εγω ελθων θεραπευσω αυτον.
mat|8|8|	και αποκριθεις ο εκατονταρχος εφη Κυριε, ουκ ειμι ικανος ινα μου υπο την στεγην εισελθης αλλα μονον ειπε λογω, και ιαθησεται ο παις μου.
mat|8|9|	και γαρ εγω ανθρωπος ειμι υπο εξουσιαν, εχων υπ εμαυτον στρατιωτας, και λεγω τουτω, πορευθητι, και πορευεται, και αλλω, ερχου, και ερχεται, και τω δουλω μου, ποιησον τουτο, και ποιει.
mat|8|10|	ακουσας δε ο Ιησους εθαυμασε και ειπε τοις ακολουθουσιν αμην λεγω υμιν, ουδε εν τω Ισραηλ τοσαυτην πιστιν ευρον.
mat|8|11|	λεγω δε υμιν οτι πολλοι απο ανατολων και δυσμων ηξουσι και ανακλιθησονται μετα Αβρααμ και Ισαακ και Ιακωβ εν τη βασιλεια των ουρανων,
mat|8|12|	οι δε υιοι της βασιλειας εκβληθησονται εις το σκοτος το εξωτερον εκει εσται ο κλαυθμος και ο βρυγμος των οδοντων.
mat|8|13|	και ειπεν ο Ιησους τω εκατονταρχω υπαγε, και ως επιστευσας γενηθητω σοι. και ιαθη ο παις αυτου εν τη ωρα εκεινη.
mat|8|14|	Και ελθων ο Ιησους εις την οικιαν Πετρου ειδε την πενθεραν αυτου βεβλημενην και πυρεσσουσαν
mat|8|15|	και ηψατο της χειρος αυτης, και αφηκεν αυτην ο πυρετος, και ηγερθη και διηκονει αυτω.
mat|8|16|	Οψιας δε γενομενης προσηνεγκαν αυτω δαιμονιζομενους πολλους, και εξεβαλε τα πνευματα λογω και παντας τους κακως εχοντας εθεραπευσεν,
