mat|1|1|	biblos geneseōs iēsou christou, uiou dauid uiou abraam.
mat|8|14|	kai elthōn o iēsous eis tēn oikian petrou eide tēn pentheran autou beblēmenēn kai puressousan
mat|8|15|	kai ēpsato tēs cheiros autēs, kai aphēken autēn o puretos, kai ēgerthē kai diēkonei autō.
mat|8|16|	opsias de genomenēs prosēnegkan autō daimonizomenous pollous, kai exebale ta pneumata logō kai pantas tous kakōs echontas etherapeusen,
mat|8|17|	opōs plērōthē to rēthen dia ēsaiou tou prophētou legontos autos tas astheneias ēmōn elabe kai tas nosous ebastasen.
mat|8|18|	idōn de o iēsous pollous ochlous peri auton ekeleusen apelthein eis to peran.
mat|8|19|	kai proselthōn eis grammateus eipen autō didaskale, akolouthēsō soi opou ean aperchē.
mat|8|20|	kai legei autō o iēsous ai alōpekes phōleous echousi kai ta peteina tou ouranou kataskēnōseis, o de uios tou anthrōpou ouk echei pou tēn kephalēn klinē.
mat|8|21|	eteros de tōn mathētōn autou eipen autō kurie, epitrepson moi prōton apelthein kai thapsai ton patera mou.
mat|8|22|	o de iēsous eipen autō akolouthei moi, kai aphes tous nekrous thapsai tous eautōn nekrous.
mat|8|23|	kai embanti autō eis to ploion ēkolouthēsan autō oi mathētai autou.
mat|8|24|	kai idou seismos megas egeneto en tē thalassē, ōste to ploion kaluptesthai upo tōn kumatōn autos de ekatheude.
mat|8|25|	kai proselthontes oi mathētai autou ēgeiran auton legontes kurie, sōson ēmas, apollumetha.
mat|8|26|	kai legei autois ti deiloi este, oligopistoi? tote egertheis epetimēse tois anemois kai tē thalassē, kai egeneto galēnē megalē.
mat|8|27|	oi de anthrōpoi ethaumasan legontes potapos estin outos, oti kai oi anemoi kai ē thalassa upakouousin autō?
mat|8|28|	kai elthonti autō eis to peran eis tēn chōran tōn gergesēnōn upēntēsan autō duo daimonizomenoi ek tōn mnēmeiōn exerchomenoi, chalepoi lian, ōste mē ischuein tina parelthein dia tēs odou ekeinēs.
mat|8|29|	kai idou ekraxan legontes ti ēmin kai soi, iēsou uie tou theou? ēlthes ōde pro kairou basanisai ēmas?
mat|8|30|	ēn de makran ap autōn agelē choirōn pollōn boskomenē.
mat|8|31|	oi de daimones parekaloun auton legontes ei ekballeis ēmas, epitrepson ēmin apelthein eis tēn agelēn tōn choirōn.
mat|8|32|	kai eipen autois upagete. oi de exelthontes apēlthon eis tēn agelēn tōn choirōn kai idou ōrmēse pasa ē agelē tōn choirōn kata tou krēmnou eis tēn thalassan kai apethanon en tois udasin.
mat|8|33|	oi de boskontes ephugon, kai apelthontes eis tēn polin apēggeilan panta kai ta tōn daimonizomenōn.
mat|8|34|	kai idou pasa ē polis exēlthen eis sunantēsin tō iēsou, kai idontes auton parekalesan opōs metabē apo tōn oriōn autōn.
mat|9|1|	kai embas eis ploion dieperase kai ēlthen eis tēn idian polin.
mat|9|2|	kai idou prosepheron autō paralutikon epi klinēs beblēmenon kai idōn o iēsous tēn pistin autōn eipe tō paralutikō tharsei, teknon apheōntai soi ai amartiai sou.
mat|9|3|	kai idou tines tōn grammateōn eipon en eautois outos blasphēmei.
mat|9|4|	kai idōn o iēsous tas enthumēseis autōn eipen ina ti umeis enthumeisthe ponēra en tais kardiais umōn?
mat|9|5|	ti gar estin eukopōteron, eipein, apheōntai sou ai amartiai, ē eipein, egeire kai peripatei?
mat|9|6|	ina de eidēte oti exousian echei o uios tou anthrōpou epi tēs gēs aphienai amartias—tote legei tō paralutikō egertheis aron sou tēn klinēn kai upage eis ton oikon sou.
mat|9|7|	kai egertheis apēlthen eis ton oikon autou.
mat|9|8|	idontes de oi ochloi ethaumasan kai edoxasan ton theon ton donta exousian toiautēn tois anthrōpois.
mat|9|9|	kai paragōn o iēsous ekeithen eiden anthrōpon kathēmenon epi to telōnion, matthaion legomenon, kai legei autō akolouthei moi. kai anastas ēkolouthēsen autō.
mat|9|10|	kai egeneto autou anakeimenou en tē oikia, kai idou polloi telōnai kai amartōloi elthontes sunanekeinto tō iēsou kai tois mathētais autou.
mat|9|11|	kai idontes oi pharisaioi eipon tois mathētais autou diati meta tōn telōnōn kai amartōlōn esthiei o didaskalos umōn?
mat|9|12|	o de iēsous akousas eipen autois ou chreian echousin oi ischuontes iatrou, all oi kakōs echontes.
mat|9|13|	poreuthentes de mathete ti estin eleon thelō kai ou thusian. ou gar ēlthon kalesai dikaious, alla amartōlous eis metanoian.
mat|9|14|	tote proserchontai autō oi mathētai iōannou legontes diati ēmeis kai oi pharisaioi nēsteuomen polla, oi de mathētai sou ou nēsteuousi?
mat|9|15|	kai eipen autois o iēsous mē dunantai oi uioi tou numphōnos penthein eph oson chronon met autōn estin o numphios? eleusontai de ēmerai otan aparthē ap autōn o numphios, kai tote nēsteusousin.
mat|9|16|	oudeis de epiballei epiblēma rakous agnaphou epi imatiō palaiō airei gar to plērōma autou apo tou imatiou, kai cheiron schisma ginetai.
mat|9|17|	oude ballousin oinon neon eis askous palaious ei de mēge, rēgnuntai oi askoi, kai o oinos ekcheitai kai oi askoi apolountai alla oinon neon eis askous ballousin kainous, kai amphoteroi suntērountai.
mat|9|18|	tauta autou lalountos autois idou archōn eis proselthōn prosekunei autō legōn oti ē thugatēr mou arti eteleutēsen alla elthōn epithes tēn cheira sou ep autēn kai zēsetai.
mat|9|19|	kai egertheis o iēsous ēkolouthēsen autō kai oi mathētai autou.
mat|9|20|	kai idou gunē, aimorroousa dōdeka etē, proselthousa opisthen ēpsato tou kraspedou tou imatiou autou.
mat|9|21|	elege gar en eautē, ean monon apsōmai tou imatiou autou, sōthēsomai.
mat|9|22|	o de iēsous epistrapheis kai idōn autēn eipe tharsei, thugater ē pistis sou sesōke se. kai esōthē ē gunē apo tēs ōras ekeinēs.
mat|9|23|	kai elthōn o iēsous eis tēn oikian tou archontos kai idōn tous aulētas kai ton ochlon thoruboumenon, legei autois
mat|9|24|	anachōreite ou gar apethane to korasion, alla katheudei. kai kategelōn autou.
mat|9|25|	ote de exeblēthē o ochlos, eiselthōn ekratēse tēs cheiros autēs, kai ēgerthē to korasion.
mat|9|26|	kai exēlthen ē phēmē autē eis olēn tēn gēn ekeinēn.
mat|9|27|	kai paragonti ekeithen tō iēsou ēkolouthēsan autō duo tuphloi krazontes kai legontes eleēson ēmas, uie dauid.
mat|9|28|	elthonti de eis tēn oikian prosēlthon autō oi tuphloi, kai legei autois o iēsous pisteuete oti dunamai touto poiēsai? legousin autō nai, kurie.
mat|9|29|	tote ēpsato tōn ophthalmōn autōn legōn kata tēn pistin umōn genēthētō umin.
mat|9|30|	kai aneōchthēsan autōn oi ophthalmoi kai enebrimēsato autois o iēsous legōn orate mēdeis ginōsketō.
mat|9|31|	oi de exelthontes diephēmisan auton en olē tē gē ekeinē.
mat|9|32|	autōn de exerchomenōn idou prosēnegkan autō anthrōpon kōphon daimonizomenon
mat|9|33|	kai ekblēthentos tou daimoniou elalēsen o kōphos, kai ethaumasan oi ochloi legontes oti oudepote ephanē outōs en tō israēl.
mat|9|34|	oi de pharisaioi elegon en tō archonti tōn daimoniōn ekballei ta daimonia.
mat|9|35|	kai periēgen o iēsous tas poleis pasas kai tas kōmas didaskōn en tais sunagōgais autōn kai kērussōn to euaggelion tēs basileias kai therapeuōn pasan noson kai pasan malakian en tō laō.
mat|9|36|	idōn de tous ochlous esplagchnisthē peri autōn, oti ēsan eklelumenoi kai errimmenoi ōs probata mē echonta poimena.
mat|9|37|	tote legei tois mathētais autou o men therismos polus, oi de ergatai oligoi.
mat|9|38|	deēthēte oun tou kuriou tou therismou opōs ekbalē ergatas eis ton therismon autou.
mat|10|1|	kai proskalesamenos tous dōdeka mathētas autou edōken autois exousian pneumatōn akathartōn ōste ekballein auta kai therapeuein pasan noson kai pasan malakian.
mat|10|2|	tōn de dōdeka apostolōn ta onomata eisi tauta prōtos simōn o legomenos petros kai andreas o adelphos autou, iakōbos o tou zebedaiou kai iōannēs o adelphos autou,
mat|10|3|	philippos kai bartholomaios, thōmas kai matthaios o telōnēs, iakōbos o tou alphaiou kai lebbaios o epiklētheis thaddaios,
mat|10|4|	simōn o kananitēs kai ioudas o iskariōtēs o kai paradous auton.
mat|10|5|	toutous tous dōdeka apesteilen o iēsous paraggeilas autois legōn eis odon ethnōn mē apelthēte kai eis polin samareitōn mē eiselthēte
mat|10|6|	poreuesthe de mallon pros ta probata ta apolōlota oikou israēl.
mat|10|7|	poreuomenoi de kērussete legontes oti ēggiken ē basileia tōn ouranōn.
mat|10|8|	asthenountas therapeuete, leprous katharizete, nekrous egeirete, daimonia ekballete dōrean elabete, dōrean dote.
mat|10|9|	mē ktēsēsthe chruson mēde arguron mēde chalkon eis tas zōnas umōn,
mat|10|10|	mē pēran eis odon mēde duo chitōnas mēde upodēmata mēde rabdon axios gar estin o ergatēs tēs trophēs autou.
mat|10|11|	eis ēn d an polin ē kōmēn eiselthēte, exetasate tis en autē axios esti, kakei meinate eōs an exelthēte.
mat|10|12|	eiserchomenoi de eis tēn oikian aspasasthe autēn legontes eirēnē tō oikō toutō.
mat|10|13|	kai ean men ē ē oikia axia, elthetō ē eirēnē umōn ep autēn ean de mē ē axia, ē eirēnē umōn pros umas epistraphētō.
mat|10|14|	kai os ean mē dexētai umas mēde akousē tous logous umōn, exerchomenoi exō tēs oikias ē tēs poleōs ekeinēs ektinaxate ton koniorton tōn podōn umōn.
mat|10|15|	amēn legō umin, anektoteron estai gē sodomōn kai gomorras en ēmera kriseōs ē tē polei ekeinē.
mat|10|16|	idou egō apostellō umas ōs probata en mesō lukōn ginesthe oun phronimoi ōs oi opheis kai akeraioi ōs ai peristerai.
mat|10|17|	prosechete de apo tōn anthrōpōn paradōsousi gar umas eis sunedria kai en tais sunagōgais autōn mastigōsousin umas
mat|10|18|	kai epi ēgemonas de kai basileis achthēsesthe eneken emou eis marturion autois kai tois ethnesin.
mat|10|19|	otan de paradōsousin umas, mē merimnēsēte pōs ē ti lalēsete dothēsetai gar umin en ekeinē tē ōra ti lalēsete.
mat|10|20|	ou gar umeis este oi lalountes, alla to pneuma tou patros umōn to laloun en umin.
mat|10|21|	paradōsei de adelphos adelphon eis thanaton kai patēr teknon, kai epanastēsontai tekna epi goneis kai thanatōsousin autous
mat|10|22|	kai esesthe misoumenoi upo pantōn dia to onoma mou o de upomeinas eis telos, outos sōthēsetai.
mat|10|23|	otan de diōkōsin umas en tē polei tautē, pheugete eis tēn allēn amēn gar legō umin, ou mē telesēte tas poleis tou israēl eōs an elthē o uios tou anthrōpou.
mat|10|24|	ouk esti mathētēs uper ton didaskalon oude doulos uper ton kurion autou.
mat|10|25|	arketon tō mathētē ina genētai ōs o didaskalos autou, kai tō doulō ōs o kurios autou. ei ton oikodespotēn beelzeboul ekalesan, posō mallon tous oikiakous autou?
mat|10|26|	mē oun phobēthēte autous ouden gar esti kekalummenon o ouk apokaluphthēsetai, kai krupton o ou gnōsthēsetai.
mat|10|27|	o legō umin en tē skotia, eipate en tō phōti, kai o eis to ous akouete, kēruxate epi tōn dōmatōn.
mat|10|28|	kai mē phobēthēte apo tōn apoktennontōn to sōma, tēn de psuchēn mē dunamenōn apokteinai phobēthēte de mallon ton dunamenon kai psuchēn kai sōma apolesai en geennē.
mat|10|29|	ouchi duo strouthia assariou pōleitai? kai en ex autōn ou peseitai epi tēn gēn aneu tou patros umōn.
mat|10|30|	umōn de kai ai triches tēs kephalēs pasai ērithmēmenai eisi.
mat|10|31|	mē oun phobēthēte pollōn strouthiōn diapherete umeis.
mat|10|32|	pas oun ostis omologēsei en emoi emprosthen tōn anthrōpōn, omologēsō kagō en autō emprosthen tou patros mou tou en ouranois
mat|10|33|	ostis d an arnēsētai me emprosthen tōn anthrōpōn, arnēsomai auton kagō emprosthen tou patros mou tou en ouranois.
mat|10|34|	mē nomisēte oti ēlthon balein eirēnēn epi tēn gēn ouk ēlthon balein eirēnēn, alla machairan.
mat|10|35|	ēlthon gar dichasai anthrōpon kata tou patros autou kai thugatera kata tēs mētros autēs kai numphēn kata tēs pentheras autēs
mat|10|36|	kai echthroi tou anthrōpou oi oikiakoi autou.
mat|10|37|	o philōn patera ē mētera uper eme ouk esti mou axios kai o philōn uion ē thugatera uper eme ouk esti mou axios
mat|10|38|	kai os ou lambanei ton stauron autou kai akolouthei opisō mou, ouk esti mou axios.
mat|10|39|	o eurōn tēn psuchēn autou apolesei autēn, kai o apolesas tēn psuchēn autou eneken emou eurēsei autēn.
mat|10|40|	o dechomenos umas eme dechetai, kai o eme dechomenos dechetai ton aposteilanta me.
mat|10|41|	o dechomenos prophētēn eis onoma prophētou misthon prophētou lēpsetai, kai o dechomenos dikaion eis onoma dikaiou misthon dikaiou lēpsetai.
mat|10|42|	kai os ean potisē ena tōn mikrōn toutōn potērion psuchrou monon eis onoma mathētou, amēn legō umin, ou mē apolesē ton misthon autou.
mat|11|1|	kai egeneto ote etelesen o iēsous diatassōn tois dōdeka mathētais autou metebē ekeithen tou didaskein kai kērussein en tais polesin autōn.
mat|11|2|	o de iōannēs akousas en tō desmōtēriō ta erga tou christou, pempsas duo tōn mathētōn autou
mat|11|3|	eipen autō su ei o erchomenos ē eteron prosdokōmen?
mat|11|4|	kai apokritheis o iēsous eipen autois poreuthentes apaggeilate iōannē a akouete kai blepete
mat|11|5|	tuphloi anablepousi kai chōloi peripatousi, leproi katharizontai kai kōphoi akouousi, nekroi egeirontai kai ptōchoi euaggelizontai
mat|11|6|	kai makarios estin os ean mē skandalisthē en emoi.
mat|11|7|	toutōn de poreuomenōn ērxato o iēsous legein tois ochlois peri iōannou ti exēlthete eis tēn erēmon theasasthai? kalamon upo anemou saleuomenon?
mat|11|8|	alla ti exēlthete idein? anthrōpon en malakois imatiois ēmphiesmenon? idou oi ta malaka phorountes en tois oikois tōn basileōn eisin.
mat|11|9|	alla ti exēlthete idein? prophētēn? nai legō umin, kai perissoteron prophētou.
mat|11|10|	outos gar esti peri ou gegraptai idou egō apostellō ton aggelon mou pro prosōpou sou, os kataskeuasei tēn odon sou emprosthen sou.
mat|11|11|	amēn legō umin, ouk egēgertai en gennētois gunaikōn meizōn iōannou tou baptistou o de mikroteros en tē basileia tōn ouranōn meizōn autou estin.
mat|11|12|	apo de tōn ēmerōn iōannou tou baptistou eōs arti ē basileia tōn ouranōn biazetai, kai biastai arpazousin autēn.
mat|11|13|	pantes gar oi prophētai kai o nomos eōs iōannou proephēteusan.
mat|11|14|	kai ei thelete dexasthai, autos estin ēlias o mellōn erchesthai.
mat|11|15|	o echōn ōta akouein akouetō.
mat|11|16|	tini de omoiōsō tēn genean tautēn? omoia esti paidiois kathēmenois en agorais, a prosphōnounta tois etairois autōn legousin
mat|11|17|	ēulēsamen umin, kai ouk ōrchēsasthe, ethrēnēsamen umin, kai ouk ekopsasthe.
mat|11|18|	ēlthe gar iōannēs mēte esthiōn mēte pinōn, kai legousi daimonion echei.
mat|11|19|	ēlthen o uios tou anthrōpou esthiōn kai pinōn, kai legousin idou anthrōpos phagos kai oinopotēs, telōnōn philos kai amartōlōn. kai edikaiōthē ē sophia apo tōn teknōn autēs!
mat|11|20|	tote ērxato oneidizein tas poleis en ais egenonto ai pleistai dunameis autou, oti ou metenoēsan
mat|11|21|	ouai soi, chorazin, ouai soi, bēthsaida oti ei en turō kai sidōni egenēthēsan ai dunameis ai genomenai en umin, palai an en sakkō kai spodō kathēmenai metenoēsan.
mat|11|22|	plēn legō umin, turō kai sidōni anektoteron estai en ēmera kriseōs ē umin.
mat|11|23|	kai su kapernaoum, ē eōs tou ouranou upsōtheisa, eōs adou katabibasthēsē oti ei en sodomois egenēthēsan ai dunameis ai genomenai en soi, emeinan an mechri tēs sēmeron.
mat|11|24|	plēn legō umin oti gē sodomōn anektoteron estai en ēmera kriseōs ē soi.
mat|11|25|	en ekeinō tō kairō apokritheis o iēsous eipen exomologoumai soi, pater, kurie tou ouranou kai tēs gēs, oti apekrupsas tauta apo sophōn kai sunetōn, kai apekalupsas auta nēpiois
mat|11|26|	nai, o patēr, oti outōs egeneto eudokia emprosthen sou.
mat|11|27|	panta moi paredothē upo tou patros mou kai oudeis epiginōskei ton uion ei mē o patēr, oude ton patera tis epiginōskei ei mē o uios kai ō ean boulētai o uios apokalupsai.
mat|11|28|	deute pros me pantes oi kopiōntes kai pephortismenoi, kagō anapausō umas.
mat|11|29|	arate ton zugon mou eph umas kai mathete ap emou, oti praos eimi kai tapeinos tē kardia, kai eurēsete anapausin tais psuchais umōn
mat|11|30|	o gar zugos mou chrēstos kai to phortion mou elaphron estin.
mat|12|1|	en ekeinō tō kairō eporeuthē o iēsous tois sabbasi dia tōn sporimōn oi de mathētai autou epeinasan, kai ērxanto tillein stachuas kai esthiein.
mat|12|2|	oi de pharisaioi idontes eipon autō idou oi mathētai sou poiousin o ouk exesti poiein en sabbatō.
mat|12|3|	o de eipen autois ouk anegnōte ti epoiēse dauid ote epeinasen autos kai oi met autou?
mat|12|4|	pōs eisēlthen eis ton oikon tou theou kai tous artous tēs protheseōs ephagen, ous ouk exon ēn autō phagein oude tois met autou, ei mē monois tois iereusi?
mat|12|5|	ē ouk anegnōte en tō nomō oti tois sabbasin oi iereis en tō ierō to sabbaton bebēlousi, kai anaitioi eisi?
mat|12|6|	legō de umin oti tou ierou meizon estin ōde.
mat|12|7|	ei de egnōkeite ti estin eleon thelō kai ou thusian, ouk an katedikasate tous anaitious.
mat|12|8|	kurios gar estin o uios tou anthrōpou kai tou sabbatou.
mat|12|9|	kai metabas ekeithen ēlthen eis tēn sunagōgēn autōn.
mat|12|10|	kai idou anthrōpos ēn ekei tēn cheira echōn xēran kai epērōtēsan auton legontes ei exesti tois sabbasi therapeuein? ina katēgorēsōsin autou.
mat|12|11|	o de eipen autois tis estai ex umōn anthrōpos os exei probaton en, kai ean empesē touto tois sabbasin eis bothunon, ouchi kratēsei auto kai egerei?
